_id,AnnoA,SedeR,ResidenzaR,GruppoNOME,Isc
36192,2019/2020,SICILIA,CALABRIA,Scienze motorie e sportive,341
36193,2019/2020,SICILIA,CAMPANIA,Medico-Sanitario e Farmaceutico,17
36194,2019/2020,SICILIA,CAMPANIA,Politico-Sociale e Comunicazione,5
36195,2019/2020,SICILIA,CAMPANIA,Psicologico,6
36196,2019/2020,SICILIA,EMILIA ROMAGNA,Agrario-Forestale e Veterinario,5
36197,2019/2020,SICILIA,EMILIA ROMAGNA,Ingegneria industriale e dell'informazione,5
36198,2019/2020,SICILIA,EMILIA ROMAGNA,Medico-Sanitario e Farmaceutico,12
36199,2019/2020,SICILIA,FRIULI VENEZIA GIULIA,Medico-Sanitario e Farmaceutico,8
36200,2019/2020,SICILIA,LAZIO,Agrario-Forestale e Veterinario,8
36201,2019/2020,SICILIA,LAZIO,Arte e Design,5
36202,2019/2020,SICILIA,LAZIO,Educazione e Formazione,7
36203,2019/2020,SICILIA,LAZIO,Giuridico,7
36204,2019/2020,SICILIA,LAZIO,Letterario-Umanistico,5
36205,2019/2020,SICILIA,LAZIO,Medico-Sanitario e Farmaceutico,17
36206,2019/2020,SICILIA,LAZIO,Politico-Sociale e Comunicazione,6
36207,2019/2020,SICILIA,LAZIO,Psicologico,8
36208,2019/2020,SICILIA,LAZIO,Scientifico,8
36209,2019/2020,SICILIA,LIGURIA,Medico-Sanitario e Farmaceutico,5
36210,2019/2020,SICILIA,LOMBARDIA,Architettura e Ingegneria civile,6
36211,2019/2020,SICILIA,LOMBARDIA,Economico,14
36212,2019/2020,SICILIA,LOMBARDIA,Educazione e Formazione,10
36213,2019/2020,SICILIA,LOMBARDIA,Giuridico,11
36214,2019/2020,SICILIA,LOMBARDIA,Ingegneria industriale e dell'informazione,12
36215,2019/2020,SICILIA,LOMBARDIA,Letterario-Umanistico,7
36216,2019/2020,SICILIA,LOMBARDIA,Linguistico,12
36217,2019/2020,SICILIA,LOMBARDIA,Medico-Sanitario e Farmaceutico,56
36218,2019/2020,SICILIA,LOMBARDIA,Politico-Sociale e Comunicazione,12
36219,2019/2020,SICILIA,LOMBARDIA,Psicologico,6
36220,2019/2020,SICILIA,LOMBARDIA,Scientifico,9
36221,2019/2020,SICILIA,MARCHE,Medico-Sanitario e Farmaceutico,5
36222,2019/2020,SICILIA,PIEMONTE,Educazione e Formazione,8
36223,2019/2020,SICILIA,PIEMONTE,Ingegneria industriale e dell'informazione,5
36224,2019/2020,SICILIA,PIEMONTE,Letterario-Umanistico,6
36225,2019/2020,SICILIA,PIEMONTE,Medico-Sanitario e Farmaceutico,16
36226,2019/2020,SICILIA,PIEMONTE,Politico-Sociale e Comunicazione,5
36227,2019/2020,SICILIA,PIEMONTE,Psicologico,5
36228,2019/2020,SICILIA,PIEMONTE,Scientifico,5
36229,2019/2020,SICILIA,PUGLIA,Medico-Sanitario e Farmaceutico,33
36230,2019/2020,SICILIA,PUGLIA,Scientifico,5
36231,2019/2020,SICILIA,REGIONE ESTERA,Agrario-Forestale e Veterinario,8
36232,2019/2020,SICILIA,REGIONE ESTERA,Architettura e Ingegneria civile,19
36233,2019/2020,SICILIA,REGIONE ESTERA,Arte e Design,11
36234,2019/2020,SICILIA,REGIONE ESTERA,Economico,151
36235,2019/2020,SICILIA,REGIONE ESTERA,Educazione e Formazione,9
36236,2019/2020,SICILIA,REGIONE ESTERA,Informatica e Tecnologie ICT,9
36237,2019/2020,SICILIA,REGIONE ESTERA,Ingegneria industriale e dell'informazione,65
36238,2019/2020,SICILIA,REGIONE ESTERA,Letterario-Umanistico,21
36239,2019/2020,SICILIA,REGIONE ESTERA,Linguistico,30
36240,2019/2020,SICILIA,REGIONE ESTERA,Medico-Sanitario e Farmaceutico,134
36241,2019/2020,SICILIA,REGIONE ESTERA,Politico-Sociale e Comunicazione,94
36242,2019/2020,SICILIA,REGIONE ESTERA,Psicologico,6
36243,2019/2020,SICILIA,REGIONE ESTERA,Scientifico,27
36244,2019/2020,SICILIA,SARDEGNA,Medico-Sanitario e Farmaceutico,5
36245,2019/2020,SICILIA,SICILIA,Agrario-Forestale e Veterinario,3731
36246,2019/2020,SICILIA,SICILIA,Architettura e Ingegneria civile,4312
36247,2019/2020,SICILIA,SICILIA,Arte e Design,2890
36248,2019/2020,SICILIA,SICILIA,Economico,10248
36249,2019/2020,SICILIA,SICILIA,Educazione e Formazione,7340
36250,2019/2020,SICILIA,SICILIA,Giuridico,9294
36251,2019/2020,SICILIA,SICILIA,Informatica e Tecnologie ICT,1702
36252,2019/2020,SICILIA,SICILIA,Ingegneria industriale e dell'informazione,10259
36253,2019/2020,SICILIA,SICILIA,Letterario-Umanistico,5143
36254,2019/2020,SICILIA,SICILIA,Linguistico,5309
36255,2019/2020,SICILIA,SICILIA,Medico-Sanitario e Farmaceutico,17859
36256,2019/2020,SICILIA,SICILIA,Politico-Sociale e Comunicazione,7159
36257,2019/2020,SICILIA,SICILIA,Psicologico,4959
36258,2019/2020,SICILIA,SICILIA,Scientifico,8047
36259,2019/2020,SICILIA,SICILIA,Scienze motorie e sportive,2689
36260,2019/2020,SICILIA,TOSCANA,Medico-Sanitario e Farmaceutico,7
36261,2019/2020,SICILIA,TOSCANA,Scientifico,6
36262,2019/2020,SICILIA,VENETO,Economico,5
36263,2019/2020,SICILIA,VENETO,Educazione e Formazione,7
36264,2019/2020,SICILIA,VENETO,Giuridico,7
36265,2019/2020,SICILIA,VENETO,Medico-Sanitario e Farmaceutico,13
36266,2019/2020,SICILIA,VENETO,Politico-Sociale e Comunicazione,7
36267,2019/2020,TOSCANA,ABRUZZO,Agrario-Forestale e Veterinario,22
36268,2019/2020,TOSCANA,ABRUZZO,Architettura e Ingegneria civile,46
36269,2019/2020,TOSCANA,ABRUZZO,Arte e Design,55
36270,2019/2020,TOSCANA,ABRUZZO,Economico,83
36271,2019/2020,TOSCANA,ABRUZZO,Educazione e Formazione,11
36272,2019/2020,TOSCANA,ABRUZZO,Giuridico,114
36273,2019/2020,TOSCANA,ABRUZZO,Informatica e Tecnologie ICT,27
36274,2019/2020,TOSCANA,ABRUZZO,Ingegneria industriale e dell'informazione,85
36275,2019/2020,TOSCANA,ABRUZZO,Letterario-Umanistico,89
36276,2019/2020,TOSCANA,ABRUZZO,Linguistico,39
36277,2019/2020,TOSCANA,ABRUZZO,Medico-Sanitario e Farmaceutico,95
36278,2019/2020,TOSCANA,ABRUZZO,Politico-Sociale e Comunicazione,55
36279,2019/2020,TOSCANA,ABRUZZO,Psicologico,7
36280,2019/2020,TOSCANA,ABRUZZO,Scientifico,160
36281,2019/2020,TOSCANA,BASILICATA,Agrario-Forestale e Veterinario,27
36282,2019/2020,TOSCANA,BASILICATA,Architettura e Ingegneria civile,67
36283,2019/2020,TOSCANA,BASILICATA,Arte e Design,68
36284,2019/2020,TOSCANA,BASILICATA,Economico,240
36285,2019/2020,TOSCANA,BASILICATA,Educazione e Formazione,24
36286,2019/2020,TOSCANA,BASILICATA,Giuridico,169
36287,2019/2020,TOSCANA,BASILICATA,Informatica e Tecnologie ICT,23
36288,2019/2020,TOSCANA,BASILICATA,Ingegneria industriale e dell'informazione,216
36289,2019/2020,TOSCANA,BASILICATA,Letterario-Umanistico,89
36290,2019/2020,TOSCANA,BASILICATA,Linguistico,105
36291,2019/2020,TOSCANA,BASILICATA,Medico-Sanitario e Farmaceutico,241
36292,2019/2020,TOSCANA,BASILICATA,Politico-Sociale e Comunicazione,85
36293,2019/2020,TOSCANA,BASILICATA,Psicologico,15
36294,2019/2020,TOSCANA,BASILICATA,Scientifico,204
36295,2019/2020,TOSCANA,CALABRIA,Agrario-Forestale e Veterinario,84
36296,2019/2020,TOSCANA,CALABRIA,Architettura e Ingegneria civile,148
36297,2019/2020,TOSCANA,CALABRIA,Arte e Design,118
36298,2019/2020,TOSCANA,CALABRIA,Economico,283
36299,2019/2020,TOSCANA,CALABRIA,Educazione e Formazione,71
36300,2019/2020,TOSCANA,CALABRIA,Giuridico,394
36301,2019/2020,TOSCANA,CALABRIA,Informatica e Tecnologie ICT,60
36302,2019/2020,TOSCANA,CALABRIA,Ingegneria industriale e dell'informazione,372
36303,2019/2020,TOSCANA,CALABRIA,Letterario-Umanistico,240
36304,2019/2020,TOSCANA,CALABRIA,Linguistico,197
36305,2019/2020,TOSCANA,CALABRIA,Medico-Sanitario e Farmaceutico,490
36306,2019/2020,TOSCANA,CALABRIA,Politico-Sociale e Comunicazione,129
36307,2019/2020,TOSCANA,CALABRIA,Psicologico,78
36308,2019/2020,TOSCANA,CALABRIA,Scientifico,376
36309,2019/2020,TOSCANA,CALABRIA,Scienze motorie e sportive,12
36310,2019/2020,TOSCANA,CAMPANIA,Agrario-Forestale e Veterinario,70
36311,2019/2020,TOSCANA,CAMPANIA,Architettura e Ingegneria civile,104
36312,2019/2020,TOSCANA,CAMPANIA,Arte e Design,107
36313,2019/2020,TOSCANA,CAMPANIA,Economico,417
36314,2019/2020,TOSCANA,CAMPANIA,Educazione e Formazione,53
36315,2019/2020,TOSCANA,CAMPANIA,Giuridico,543
36316,2019/2020,TOSCANA,CAMPANIA,Informatica e Tecnologie ICT,42
36317,2019/2020,TOSCANA,CAMPANIA,Ingegneria industriale e dell'informazione,215
36318,2019/2020,TOSCANA,CAMPANIA,Letterario-Umanistico,187
36319,2019/2020,TOSCANA,CAMPANIA,Linguistico,162
36320,2019/2020,TOSCANA,CAMPANIA,Medico-Sanitario e Farmaceutico,468
36321,2019/2020,TOSCANA,CAMPANIA,Politico-Sociale e Comunicazione,179
36322,2019/2020,TOSCANA,CAMPANIA,Psicologico,50
36323,2019/2020,TOSCANA,CAMPANIA,Scientifico,391
36324,2019/2020,TOSCANA,CAMPANIA,Scienze motorie e sportive,36
36325,2019/2020,TOSCANA,EMILIA ROMAGNA,Agrario-Forestale e Veterinario,56
36326,2019/2020,TOSCANA,EMILIA ROMAGNA,Architettura e Ingegneria civile,144
36327,2019/2020,TOSCANA,EMILIA ROMAGNA,Arte e Design,77
36328,2019/2020,TOSCANA,EMILIA ROMAGNA,Economico,110
36329,2019/2020,TOSCANA,EMILIA ROMAGNA,Educazione e Formazione,39
36330,2019/2020,TOSCANA,EMILIA ROMAGNA,Giuridico,92
36331,2019/2020,TOSCANA,EMILIA ROMAGNA,Informatica e Tecnologie ICT,26
36332,2019/2020,TOSCANA,EMILIA ROMAGNA,Ingegneria industriale e dell'informazione,81
36333,2019/2020,TOSCANA,EMILIA ROMAGNA,Letterario-Umanistico,75
36334,2019/2020,TOSCANA,EMILIA ROMAGNA,Linguistico,70
36335,2019/2020,TOSCANA,EMILIA ROMAGNA,Medico-Sanitario e Farmaceutico,359
36336,2019/2020,TOSCANA,EMILIA ROMAGNA,Politico-Sociale e Comunicazione,86
36337,2019/2020,TOSCANA,EMILIA ROMAGNA,Psicologico,139
36338,2019/2020,TOSCANA,EMILIA ROMAGNA,Scientifico,203
36339,2019/2020,TOSCANA,EMILIA ROMAGNA,Scienze motorie e sportive,9
36340,2019/2020,TOSCANA,FRIULI VENEZIA GIULIA,Agrario-Forestale e Veterinario,18
36341,2019/2020,TOSCANA,FRIULI VENEZIA GIULIA,Architettura e Ingegneria civile,8
36342,2019/2020,TOSCANA,FRIULI VENEZIA GIULIA,Arte e Design,16
36343,2019/2020,TOSCANA,FRIULI VENEZIA GIULIA,Economico,15
36344,2019/2020,TOSCANA,FRIULI VENEZIA GIULIA,Educazione e Formazione,12
36345,2019/2020,TOSCANA,FRIULI VENEZIA GIULIA,Giuridico,39
36346,2019/2020,TOSCANA,FRIULI VENEZIA GIULIA,Informatica e Tecnologie ICT,7
36347,2019/2020,TOSCANA,FRIULI VENEZIA GIULIA,Ingegneria industriale e dell'informazione,21
36348,2019/2020,TOSCANA,FRIULI VENEZIA GIULIA,Letterario-Umanistico,43
36349,2019/2020,TOSCANA,FRIULI VENEZIA GIULIA,Linguistico,24
36350,2019/2020,TOSCANA,FRIULI VENEZIA GIULIA,Medico-Sanitario e Farmaceutico,98
36351,2019/2020,TOSCANA,FRIULI VENEZIA GIULIA,Politico-Sociale e Comunicazione,31
36352,2019/2020,TOSCANA,FRIULI VENEZIA GIULIA,Psicologico,8
36353,2019/2020,TOSCANA,FRIULI VENEZIA GIULIA,Scientifico,60
36354,2019/2020,TOSCANA,FRIULI VENEZIA GIULIA,Scienze motorie e sportive,5
36355,2019/2020,TOSCANA,LAZIO,Agrario-Forestale e Veterinario,113
36356,2019/2020,TOSCANA,LAZIO,Architettura e Ingegneria civile,90
36357,2019/2020,TOSCANA,LAZIO,Arte e Design,78
36358,2019/2020,TOSCANA,LAZIO,Economico,201
36359,2019/2020,TOSCANA,LAZIO,Educazione e Formazione,41
36360,2019/2020,TOSCANA,LAZIO,Giuridico,472
36361,2019/2020,TOSCANA,LAZIO,Informatica e Tecnologie ICT,50
36362,2019/2020,TOSCANA,LAZIO,Ingegneria industriale e dell'informazione,268
36363,2019/2020,TOSCANA,LAZIO,Letterario-Umanistico,121
36364,2019/2020,TOSCANA,LAZIO,Linguistico,134
36365,2019/2020,TOSCANA,LAZIO,Medico-Sanitario e Farmaceutico,325
36366,2019/2020,TOSCANA,LAZIO,Politico-Sociale e Comunicazione,196
36367,2019/2020,TOSCANA,LAZIO,Psicologico,58
36368,2019/2020,TOSCANA,LAZIO,Scientifico,333
36369,2019/2020,TOSCANA,LAZIO,Scienze motorie e sportive,9
36370,2019/2020,TOSCANA,LIGURIA,Agrario-Forestale e Veterinario,143
36371,2019/2020,TOSCANA,LIGURIA,Architettura e Ingegneria civile,76
36372,2019/2020,TOSCANA,LIGURIA,Arte e Design,198
36373,2019/2020,TOSCANA,LIGURIA,Economico,344
36374,2019/2020,TOSCANA,LIGURIA,Educazione e Formazione,119
36375,2019/2020,TOSCANA,LIGURIA,Giuridico,313
36376,2019/2020,TOSCANA,LIGURIA,Informatica e Tecnologie ICT,69
36377,2019/2020,TOSCANA,LIGURIA,Ingegneria industriale e dell'informazione,257
36378,2019/2020,TOSCANA,LIGURIA,Letterario-Umanistico,315
36379,2019/2020,TOSCANA,LIGURIA,Linguistico,145
36380,2019/2020,TOSCANA,LIGURIA,Medico-Sanitario e Farmaceutico,344
36381,2019/2020,TOSCANA,LIGURIA,Politico-Sociale e Comunicazione,296
36382,2019/2020,TOSCANA,LIGURIA,Psicologico,71
36383,2019/2020,TOSCANA,LIGURIA,Scientifico,353
36384,2019/2020,TOSCANA,LIGURIA,Scienze motorie e sportive,34
36385,2019/2020,TOSCANA,LOMBARDIA,Agrario-Forestale e Veterinario,59
36386,2019/2020,TOSCANA,LOMBARDIA,Architettura e Ingegneria civile,33
36387,2019/2020,TOSCANA,LOMBARDIA,Arte e Design,85
36388,2019/2020,TOSCANA,LOMBARDIA,Economico,76
36389,2019/2020,TOSCANA,LOMBARDIA,Educazione e Formazione,59
36390,2019/2020,TOSCANA,LOMBARDIA,Giuridico,110
36391,2019/2020,TOSCANA,LOMBARDIA,Informatica e Tecnologie ICT,15
36392,2019/2020,TOSCANA,LOMBARDIA,Ingegneria industriale e dell'informazione,64
36393,2019/2020,TOSCANA,LOMBARDIA,Letterario-Umanistico,114
36394,2019/2020,TOSCANA,LOMBARDIA,Linguistico,47
36395,2019/2020,TOSCANA,LOMBARDIA,Medico-Sanitario e Farmaceutico,325
36396,2019/2020,TOSCANA,LOMBARDIA,Politico-Sociale e Comunicazione,124
36397,2019/2020,TOSCANA,LOMBARDIA,Psicologico,30
36398,2019/2020,TOSCANA,LOMBARDIA,Scientifico,210
36399,2019/2020,TOSCANA,MARCHE,Agrario-Forestale e Veterinario,26
36400,2019/2020,TOSCANA,MARCHE,Architettura e Ingegneria civile,73
36401,2019/2020,TOSCANA,MARCHE,Arte e Design,58
36402,2019/2020,TOSCANA,MARCHE,Economico,79
36403,2019/2020,TOSCANA,MARCHE,Educazione e Formazione,14
36404,2019/2020,TOSCANA,MARCHE,Giuridico,52
36405,2019/2020,TOSCANA,MARCHE,Informatica e Tecnologie ICT,53
36406,2019/2020,TOSCANA,MARCHE,Ingegneria industriale e dell'informazione,65
36407,2019/2020,TOSCANA,MARCHE,Letterario-Umanistico,100
36408,2019/2020,TOSCANA,MARCHE,Linguistico,32
36409,2019/2020,TOSCANA,MARCHE,Medico-Sanitario e Farmaceutico,101
36410,2019/2020,TOSCANA,MARCHE,Politico-Sociale e Comunicazione,57
36411,2019/2020,TOSCANA,MARCHE,Psicologico,27
36412,2019/2020,TOSCANA,MARCHE,Scientifico,151
36413,2019/2020,TOSCANA,MOLISE,Agrario-Forestale e Veterinario,7
36414,2019/2020,TOSCANA,MOLISE,Architettura e Ingegneria civile,23
36415,2019/2020,TOSCANA,MOLISE,Arte e Design,19
36416,2019/2020,TOSCANA,MOLISE,Economico,50
36417,2019/2020,TOSCANA,MOLISE,Giuridico,36
36418,2019/2020,TOSCANA,MOLISE,Informatica e Tecnologie ICT,30
36419,2019/2020,TOSCANA,MOLISE,Ingegneria industriale e dell'informazione,63
36420,2019/2020,TOSCANA,MOLISE,Letterario-Umanistico,48
36421,2019/2020,TOSCANA,MOLISE,Linguistico,20
36422,2019/2020,TOSCANA,MOLISE,Medico-Sanitario e Farmaceutico,45
36423,2019/2020,TOSCANA,MOLISE,Politico-Sociale e Comunicazione,32
36424,2019/2020,TOSCANA,MOLISE,Psicologico,6
36425,2019/2020,TOSCANA,MOLISE,Scientifico,68
36426,2019/2020,TOSCANA,PIEMONTE,Agrario-Forestale e Veterinario,36
36427,2019/2020,TOSCANA,PIEMONTE,Architettura e Ingegneria civile,7
36428,2019/2020,TOSCANA,PIEMONTE,Arte e Design,31
36429,2019/2020,TOSCANA,PIEMONTE,Economico,23
36430,2019/2020,TOSCANA,PIEMONTE,Educazione e Formazione,40
36431,2019/2020,TOSCANA,PIEMONTE,Giuridico,106
36432,2019/2020,TOSCANA,PIEMONTE,Informatica e Tecnologie ICT,9
36433,2019/2020,TOSCANA,PIEMONTE,Ingegneria industriale e dell'informazione,21
36434,2019/2020,TOSCANA,PIEMONTE,Letterario-Umanistico,61
36435,2019/2020,TOSCANA,PIEMONTE,Linguistico,30
36436,2019/2020,TOSCANA,PIEMONTE,Medico-Sanitario e Farmaceutico,89
36437,2019/2020,TOSCANA,PIEMONTE,Politico-Sociale e Comunicazione,43
36438,2019/2020,TOSCANA,PIEMONTE,Psicologico,19
36439,2019/2020,TOSCANA,PIEMONTE,Scientifico,101
36440,2019/2020,TOSCANA,Provincia autonoma di Bolzano,Agrario-Forestale e Veterinario,7
36441,2019/2020,TOSCANA,Provincia autonoma di Bolzano,Arte e Design,8
36442,2019/2020,TOSCANA,Provincia autonoma di Bolzano,Economico,13
36443,2019/2020,TOSCANA,Provincia autonoma di Bolzano,Giuridico,58
36444,2019/2020,TOSCANA,Provincia autonoma di Bolzano,Letterario-Umanistico,11
36445,2019/2020,TOSCANA,Provincia autonoma di Bolzano,Medico-Sanitario e Farmaceutico,23
36446,2019/2020,TOSCANA,Provincia autonoma di Bolzano,Politico-Sociale e Comunicazione,14
36447,2019/2020,TOSCANA,Provincia autonoma di Bolzano,Scientifico,18
36448,2019/2020,TOSCANA,Provincia autonoma di TRENTO,Agrario-Forestale e Veterinario,22
36449,2019/2020,TOSCANA,Provincia autonoma di TRENTO,Architettura e Ingegneria civile,16
36450,2019/2020,TOSCANA,Provincia autonoma di TRENTO,Arte e Design,8
36451,2019/2020,TOSCANA,Provincia autonoma di TRENTO,Economico,13
36452,2019/2020,TOSCANA,Provincia autonoma di TRENTO,Educazione e Formazione,14
36453,2019/2020,TOSCANA,Provincia autonoma di TRENTO,Giuridico,8
36454,2019/2020,TOSCANA,Provincia autonoma di TRENTO,Informatica e Tecnologie ICT,5
36455,2019/2020,TOSCANA,Provincia autonoma di TRENTO,Ingegneria industriale e dell'informazione,9
36456,2019/2020,TOSCANA,Provincia autonoma di TRENTO,Letterario-Umanistico,17
36457,2019/2020,TOSCANA,Provincia autonoma di TRENTO,Linguistico,6
36458,2019/2020,TOSCANA,Provincia autonoma di TRENTO,Medico-Sanitario e Farmaceutico,85
36459,2019/2020,TOSCANA,Provincia autonoma di TRENTO,Politico-Sociale e Comunicazione,15
36460,2019/2020,TOSCANA,Provincia autonoma di TRENTO,Psicologico,9
36461,2019/2020,TOSCANA,Provincia autonoma di TRENTO,Scientifico,35
36462,2019/2020,TOSCANA,PUGLIA,Agrario-Forestale e Veterinario,75
36463,2019/2020,TOSCANA,PUGLIA,Architettura e Ingegneria civile,162
36464,2019/2020,TOSCANA,PUGLIA,Arte e Design,122
36465,2019/2020,TOSCANA,PUGLIA,Economico,317
36466,2019/2020,TOSCANA,PUGLIA,Educazione e Formazione,59
36467,2019/2020,TOSCANA,PUGLIA,Giuridico,412
36468,2019/2020,TOSCANA,PUGLIA,Informatica e Tecnologie ICT,92
36469,2019/2020,TOSCANA,PUGLIA,Ingegneria industriale e dell'informazione,370
36470,2019/2020,TOSCANA,PUGLIA,Letterario-Umanistico,195
36471,2019/2020,TOSCANA,PUGLIA,Linguistico,212
36472,2019/2020,TOSCANA,PUGLIA,Medico-Sanitario e Farmaceutico,733
36473,2019/2020,TOSCANA,PUGLIA,Politico-Sociale e Comunicazione,238
36474,2019/2020,TOSCANA,PUGLIA,Psicologico,45
36475,2019/2020,TOSCANA,PUGLIA,Scientifico,402
36476,2019/2020,TOSCANA,PUGLIA,Scienze motorie e sportive,14
36477,2019/2020,TOSCANA,REGIONE ESTERA,Agrario-Forestale e Veterinario,101
36478,2019/2020,TOSCANA,REGIONE ESTERA,Architettura e Ingegneria civile,246
36479,2019/2020,TOSCANA,REGIONE ESTERA,Arte e Design,215
36480,2019/2020,TOSCANA,REGIONE ESTERA,Economico,622
36481,2019/2020,TOSCANA,REGIONE ESTERA,Educazione e Formazione,15
36482,2019/2020,TOSCANA,REGIONE ESTERA,Giuridico,91
36483,2019/2020,TOSCANA,REGIONE ESTERA,Informatica e Tecnologie ICT,71
36484,2019/2020,TOSCANA,REGIONE ESTERA,Ingegneria industriale e dell'informazione,167
36485,2019/2020,TOSCANA,REGIONE ESTERA,Letterario-Umanistico,167
36486,2019/2020,TOSCANA,REGIONE ESTERA,Linguistico,322
36487,2019/2020,TOSCANA,REGIONE ESTERA,Medico-Sanitario e Farmaceutico,261
36488,2019/2020,TOSCANA,REGIONE ESTERA,Politico-Sociale e Comunicazione,319
36489,2019/2020,TOSCANA,REGIONE ESTERA,Psicologico,12
36490,2019/2020,TOSCANA,REGIONE ESTERA,Scientifico,175
36491,2019/2020,TOSCANA,REGIONE ESTERA,Scienze motorie e sportive,5
36492,2019/2020,TOSCANA,SARDEGNA,Agrario-Forestale e Veterinario,49
36493,2019/2020,TOSCANA,SARDEGNA,Architettura e Ingegneria civile,104
36494,2019/2020,TOSCANA,SARDEGNA,Arte e Design,71
36495,2019/2020,TOSCANA,SARDEGNA,Economico,117
36496,2019/2020,TOSCANA,SARDEGNA,Educazione e Formazione,39
36497,2019/2020,TOSCANA,SARDEGNA,Giuridico,104
36498,2019/2020,TOSCANA,SARDEGNA,Informatica e Tecnologie ICT,90
36499,2019/2020,TOSCANA,SARDEGNA,Ingegneria industriale e dell'informazione,224
36500,2019/2020,TOSCANA,SARDEGNA,Letterario-Umanistico,114
36501,2019/2020,TOSCANA,SARDEGNA,Linguistico,71
36502,2019/2020,TOSCANA,SARDEGNA,Medico-Sanitario e Farmaceutico,129
36503,2019/2020,TOSCANA,SARDEGNA,Politico-Sociale e Comunicazione,102
36504,2019/2020,TOSCANA,SARDEGNA,Psicologico,24
36505,2019/2020,TOSCANA,SARDEGNA,Scientifico,169
36506,2019/2020,TOSCANA,SARDEGNA,Scienze motorie e sportive,12
36507,2019/2020,TOSCANA,SICILIA,Agrario-Forestale e Veterinario,135
36508,2019/2020,TOSCANA,SICILIA,Architettura e Ingegneria civile,157
36509,2019/2020,TOSCANA,SICILIA,Arte e Design,180
36510,2019/2020,TOSCANA,SICILIA,Economico,753
36511,2019/2020,TOSCANA,SICILIA,Educazione e Formazione,93
36512,2019/2020,TOSCANA,SICILIA,Giuridico,582
36513,2019/2020,TOSCANA,SICILIA,Informatica e Tecnologie ICT,161
36514,2019/2020,TOSCANA,SICILIA,Ingegneria industriale e dell'informazione,569
36515,2019/2020,TOSCANA,SICILIA,Letterario-Umanistico,421
36516,2019/2020,TOSCANA,SICILIA,Linguistico,503
36517,2019/2020,TOSCANA,SICILIA,Medico-Sanitario e Farmaceutico,895
36518,2019/2020,TOSCANA,SICILIA,Politico-Sociale e Comunicazione,333
36519,2019/2020,TOSCANA,SICILIA,Psicologico,67
36520,2019/2020,TOSCANA,SICILIA,Scientifico,565
36521,2019/2020,TOSCANA,SICILIA,Scienze motorie e sportive,25
36522,2019/2020,TOSCANA,TOSCANA,Agrario-Forestale e Veterinario,2901
36523,2019/2020,TOSCANA,TOSCANA,Architettura e Ingegneria civile,3545
36524,2019/2020,TOSCANA,TOSCANA,Arte e Design,3850
36525,2019/2020,TOSCANA,TOSCANA,Economico,9601
36526,2019/2020,TOSCANA,TOSCANA,Educazione e Formazione,4346
36527,2019/2020,TOSCANA,TOSCANA,Giuridico,5719
36528,2019/2020,TOSCANA,TOSCANA,Informatica e Tecnologie ICT,1366
36529,2019/2020,TOSCANA,TOSCANA,Ingegneria industriale e dell'informazione,8567
36530,2019/2020,TOSCANA,TOSCANA,Letterario-Umanistico,4598
36531,2019/2020,TOSCANA,TOSCANA,Linguistico,4306
36532,2019/2020,TOSCANA,TOSCANA,Medico-Sanitario e Farmaceutico,12528
36533,2019/2020,TOSCANA,TOSCANA,Politico-Sociale e Comunicazione,5529
36534,2019/2020,TOSCANA,TOSCANA,Psicologico,2380
36535,2019/2020,TOSCANA,TOSCANA,Scientifico,8437
36536,2019/2020,TOSCANA,TOSCANA,Scienze motorie e sportive,1130
36537,2019/2020,TOSCANA,UMBRIA,Agrario-Forestale e Veterinario,14
36538,2019/2020,TOSCANA,UMBRIA,Architettura e Ingegneria civile,120
36539,2019/2020,TOSCANA,UMBRIA,Arte e Design,62
36540,2019/2020,TOSCANA,UMBRIA,Economico,113
36541,2019/2020,TOSCANA,UMBRIA,Educazione e Formazione,74
