_id,AnnoA,SedeR,ResidenzaR,GruppoNOME,Isc
35849,2019/2020,Provincia autonoma di TRENTO,FRIULI VENEZIA GIULIA,Scientifico,23
35850,2019/2020,Provincia autonoma di TRENTO,LAZIO,Architettura e Ingegneria civile,5
35851,2019/2020,Provincia autonoma di TRENTO,LAZIO,Economico,37
35852,2019/2020,Provincia autonoma di TRENTO,LAZIO,Giuridico,63
35853,2019/2020,Provincia autonoma di TRENTO,LAZIO,Informatica e Tecnologie ICT,6
35854,2019/2020,Provincia autonoma di TRENTO,LAZIO,Ingegneria industriale e dell'informazione,10
35855,2019/2020,Provincia autonoma di TRENTO,LAZIO,Letterario-Umanistico,7
35856,2019/2020,Provincia autonoma di TRENTO,LAZIO,Linguistico,8
35857,2019/2020,Provincia autonoma di TRENTO,LAZIO,Medico-Sanitario e Farmaceutico,5
35858,2019/2020,Provincia autonoma di TRENTO,LAZIO,Politico-Sociale e Comunicazione,35
35859,2019/2020,Provincia autonoma di TRENTO,LAZIO,Psicologico,13
35860,2019/2020,Provincia autonoma di TRENTO,LAZIO,Scientifico,20
35861,2019/2020,Provincia autonoma di TRENTO,LIGURIA,Economico,21
35862,2019/2020,Provincia autonoma di TRENTO,LIGURIA,Giuridico,18
35863,2019/2020,Provincia autonoma di TRENTO,LIGURIA,Linguistico,5
35864,2019/2020,Provincia autonoma di TRENTO,LIGURIA,Politico-Sociale e Comunicazione,14
35865,2019/2020,Provincia autonoma di TRENTO,LIGURIA,Psicologico,6
35866,2019/2020,Provincia autonoma di TRENTO,LIGURIA,Scientifico,5
35867,2019/2020,Provincia autonoma di TRENTO,LOMBARDIA,Agrario-Forestale e Veterinario,40
35868,2019/2020,Provincia autonoma di TRENTO,LOMBARDIA,Architettura e Ingegneria civile,63
35869,2019/2020,Provincia autonoma di TRENTO,LOMBARDIA,Arte e Design,60
35870,2019/2020,Provincia autonoma di TRENTO,LOMBARDIA,Economico,164
35871,2019/2020,Provincia autonoma di TRENTO,LOMBARDIA,Giuridico,244
35872,2019/2020,Provincia autonoma di TRENTO,LOMBARDIA,Informatica e Tecnologie ICT,72
35873,2019/2020,Provincia autonoma di TRENTO,LOMBARDIA,Ingegneria industriale e dell'informazione,87
35874,2019/2020,Provincia autonoma di TRENTO,LOMBARDIA,Letterario-Umanistico,107
35875,2019/2020,Provincia autonoma di TRENTO,LOMBARDIA,Linguistico,76
35876,2019/2020,Provincia autonoma di TRENTO,LOMBARDIA,Medico-Sanitario e Farmaceutico,25
35877,2019/2020,Provincia autonoma di TRENTO,LOMBARDIA,Politico-Sociale e Comunicazione,210
35878,2019/2020,Provincia autonoma di TRENTO,LOMBARDIA,Psicologico,85
35879,2019/2020,Provincia autonoma di TRENTO,LOMBARDIA,Scientifico,168
35880,2019/2020,Provincia autonoma di TRENTO,MARCHE,Architettura e Ingegneria civile,6
35881,2019/2020,Provincia autonoma di TRENTO,MARCHE,Arte e Design,5
35882,2019/2020,Provincia autonoma di TRENTO,MARCHE,Economico,33
35883,2019/2020,Provincia autonoma di TRENTO,MARCHE,Giuridico,68
35884,2019/2020,Provincia autonoma di TRENTO,MARCHE,Informatica e Tecnologie ICT,7
35885,2019/2020,Provincia autonoma di TRENTO,MARCHE,Ingegneria industriale e dell'informazione,13
35886,2019/2020,Provincia autonoma di TRENTO,MARCHE,Letterario-Umanistico,8
35887,2019/2020,Provincia autonoma di TRENTO,MARCHE,Linguistico,8
35888,2019/2020,Provincia autonoma di TRENTO,MARCHE,Politico-Sociale e Comunicazione,24
35889,2019/2020,Provincia autonoma di TRENTO,MARCHE,Psicologico,13
35890,2019/2020,Provincia autonoma di TRENTO,MARCHE,Scientifico,20
35891,2019/2020,Provincia autonoma di TRENTO,MOLISE,Economico,8
35892,2019/2020,Provincia autonoma di TRENTO,MOLISE,Giuridico,6
35893,2019/2020,Provincia autonoma di TRENTO,MOLISE,Politico-Sociale e Comunicazione,7
35894,2019/2020,Provincia autonoma di TRENTO,PIEMONTE,Economico,22
35895,2019/2020,Provincia autonoma di TRENTO,PIEMONTE,Giuridico,27
35896,2019/2020,Provincia autonoma di TRENTO,PIEMONTE,Linguistico,8
35897,2019/2020,Provincia autonoma di TRENTO,PIEMONTE,Politico-Sociale e Comunicazione,21
35898,2019/2020,Provincia autonoma di TRENTO,PIEMONTE,Psicologico,7
35899,2019/2020,Provincia autonoma di TRENTO,PIEMONTE,Scientifico,14
35900,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di Bolzano,Agrario-Forestale e Veterinario,15
35901,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di Bolzano,Architettura e Ingegneria civile,76
35902,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di Bolzano,Arte e Design,38
35903,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di Bolzano,Economico,117
35904,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di Bolzano,Giuridico,128
35905,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di Bolzano,Informatica e Tecnologie ICT,24
35906,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di Bolzano,Ingegneria industriale e dell'informazione,69
35907,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di Bolzano,Letterario-Umanistico,91
35908,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di Bolzano,Linguistico,74
35909,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di Bolzano,Medico-Sanitario e Farmaceutico,43
35910,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di Bolzano,Politico-Sociale e Comunicazione,81
35911,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di Bolzano,Psicologico,46
35912,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di Bolzano,Scientifico,42
35913,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di TRENTO,Agrario-Forestale e Veterinario,75
35914,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di TRENTO,Architettura e Ingegneria civile,617
35915,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di TRENTO,Arte e Design,265
35916,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di TRENTO,Economico,1021
35917,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di TRENTO,Giuridico,569
35918,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di TRENTO,Informatica e Tecnologie ICT,331
35919,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di TRENTO,Ingegneria industriale e dell'informazione,690
35920,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di TRENTO,Letterario-Umanistico,477
35921,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di TRENTO,Linguistico,393
35922,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di TRENTO,Medico-Sanitario e Farmaceutico,667
35923,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di TRENTO,Politico-Sociale e Comunicazione,540
35924,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di TRENTO,Psicologico,279
35925,2019/2020,Provincia autonoma di TRENTO,Provincia autonoma di TRENTO,Scientifico,426
35926,2019/2020,Provincia autonoma di TRENTO,PUGLIA,Architettura e Ingegneria civile,13
35927,2019/2020,Provincia autonoma di TRENTO,PUGLIA,Economico,159
35928,2019/2020,Provincia autonoma di TRENTO,PUGLIA,Giuridico,267
35929,2019/2020,Provincia autonoma di TRENTO,PUGLIA,Informatica e Tecnologie ICT,11
35930,2019/2020,Provincia autonoma di TRENTO,PUGLIA,Ingegneria industriale e dell'informazione,10
35931,2019/2020,Provincia autonoma di TRENTO,PUGLIA,Letterario-Umanistico,14
35932,2019/2020,Provincia autonoma di TRENTO,PUGLIA,Linguistico,22
35933,2019/2020,Provincia autonoma di TRENTO,PUGLIA,Medico-Sanitario e Farmaceutico,9
35934,2019/2020,Provincia autonoma di TRENTO,PUGLIA,Politico-Sociale e Comunicazione,57
35935,2019/2020,Provincia autonoma di TRENTO,PUGLIA,Psicologico,23
35936,2019/2020,Provincia autonoma di TRENTO,PUGLIA,Scientifico,21
35937,2019/2020,Provincia autonoma di TRENTO,REGIONE ESTERA,Architettura e Ingegneria civile,9
35938,2019/2020,Provincia autonoma di TRENTO,REGIONE ESTERA,Economico,77
35939,2019/2020,Provincia autonoma di TRENTO,REGIONE ESTERA,Giuridico,17
35940,2019/2020,Provincia autonoma di TRENTO,REGIONE ESTERA,Informatica e Tecnologie ICT,48
35941,2019/2020,Provincia autonoma di TRENTO,REGIONE ESTERA,Ingegneria industriale e dell'informazione,83
35942,2019/2020,Provincia autonoma di TRENTO,REGIONE ESTERA,Linguistico,5
35943,2019/2020,Provincia autonoma di TRENTO,REGIONE ESTERA,Politico-Sociale e Comunicazione,48
35944,2019/2020,Provincia autonoma di TRENTO,REGIONE ESTERA,Psicologico,61
35945,2019/2020,Provincia autonoma di TRENTO,REGIONE ESTERA,Scientifico,24
35946,2019/2020,Provincia autonoma di TRENTO,SARDEGNA,Economico,23
35947,2019/2020,Provincia autonoma di TRENTO,SARDEGNA,Giuridico,28
35948,2019/2020,Provincia autonoma di TRENTO,SARDEGNA,Politico-Sociale e Comunicazione,12
35949,2019/2020,Provincia autonoma di TRENTO,SARDEGNA,Psicologico,7
35950,2019/2020,Provincia autonoma di TRENTO,SARDEGNA,Scientifico,7
35951,2019/2020,Provincia autonoma di TRENTO,SICILIA,Agrario-Forestale e Veterinario,6
35952,2019/2020,Provincia autonoma di TRENTO,SICILIA,Architettura e Ingegneria civile,9
35953,2019/2020,Provincia autonoma di TRENTO,SICILIA,Arte e Design,5
35954,2019/2020,Provincia autonoma di TRENTO,SICILIA,Economico,97
35955,2019/2020,Provincia autonoma di TRENTO,SICILIA,Giuridico,197
35956,2019/2020,Provincia autonoma di TRENTO,SICILIA,Informatica e Tecnologie ICT,6
35957,2019/2020,Provincia autonoma di TRENTO,SICILIA,Ingegneria industriale e dell'informazione,6
35958,2019/2020,Provincia autonoma di TRENTO,SICILIA,Letterario-Umanistico,8
35959,2019/2020,Provincia autonoma di TRENTO,SICILIA,Linguistico,8
35960,2019/2020,Provincia autonoma di TRENTO,SICILIA,Medico-Sanitario e Farmaceutico,11
35961,2019/2020,Provincia autonoma di TRENTO,SICILIA,Politico-Sociale e Comunicazione,38
35962,2019/2020,Provincia autonoma di TRENTO,SICILIA,Psicologico,19
35963,2019/2020,Provincia autonoma di TRENTO,SICILIA,Scientifico,13
35964,2019/2020,Provincia autonoma di TRENTO,TOSCANA,Economico,23
35965,2019/2020,Provincia autonoma di TRENTO,TOSCANA,Giuridico,28
35966,2019/2020,Provincia autonoma di TRENTO,TOSCANA,Informatica e Tecnologie ICT,6
35967,2019/2020,Provincia autonoma di TRENTO,TOSCANA,Politico-Sociale e Comunicazione,33
35968,2019/2020,Provincia autonoma di TRENTO,TOSCANA,Psicologico,14
35969,2019/2020,Provincia autonoma di TRENTO,TOSCANA,Scientifico,23
35970,2019/2020,Provincia autonoma di TRENTO,UMBRIA,Economico,16
35971,2019/2020,Provincia autonoma di TRENTO,UMBRIA,Giuridico,17
35972,2019/2020,Provincia autonoma di TRENTO,UMBRIA,Letterario-Umanistico,7
35973,2019/2020,Provincia autonoma di TRENTO,UMBRIA,Politico-Sociale e Comunicazione,10
35974,2019/2020,Provincia autonoma di TRENTO,VENETO,Agrario-Forestale e Veterinario,65
35975,2019/2020,Provincia autonoma di TRENTO,VENETO,Architettura e Ingegneria civile,612
35976,2019/2020,Provincia autonoma di TRENTO,VENETO,Arte e Design,130
35977,2019/2020,Provincia autonoma di TRENTO,VENETO,Economico,650
35978,2019/2020,Provincia autonoma di TRENTO,VENETO,Giuridico,1038
35979,2019/2020,Provincia autonoma di TRENTO,VENETO,Informatica e Tecnologie ICT,322
35980,2019/2020,Provincia autonoma di TRENTO,VENETO,Ingegneria industriale e dell'informazione,677
35981,2019/2020,Provincia autonoma di TRENTO,VENETO,Letterario-Umanistico,224
35982,2019/2020,Provincia autonoma di TRENTO,VENETO,Linguistico,253
35983,2019/2020,Provincia autonoma di TRENTO,VENETO,Medico-Sanitario e Farmaceutico,172
35984,2019/2020,Provincia autonoma di TRENTO,VENETO,Politico-Sociale e Comunicazione,542
35985,2019/2020,Provincia autonoma di TRENTO,VENETO,Psicologico,312
35986,2019/2020,Provincia autonoma di TRENTO,VENETO,Scientifico,394
35987,2019/2020,PUGLIA,ABRUZZO,Economico,11
35988,2019/2020,PUGLIA,ABRUZZO,Giuridico,16
35989,2019/2020,PUGLIA,ABRUZZO,Medico-Sanitario e Farmaceutico,9
35990,2019/2020,PUGLIA,ABRUZZO,Scientifico,15
35991,2019/2020,PUGLIA,BASILICATA,Agrario-Forestale e Veterinario,125
35992,2019/2020,PUGLIA,BASILICATA,Architettura e Ingegneria civile,85
35993,2019/2020,PUGLIA,BASILICATA,Arte e Design,36
35994,2019/2020,PUGLIA,BASILICATA,Economico,470
35995,2019/2020,PUGLIA,BASILICATA,Educazione e Formazione,187
35996,2019/2020,PUGLIA,BASILICATA,Giuridico,465
35997,2019/2020,PUGLIA,BASILICATA,Informatica e Tecnologie ICT,94
35998,2019/2020,PUGLIA,BASILICATA,Ingegneria industriale e dell'informazione,349
35999,2019/2020,PUGLIA,BASILICATA,Letterario-Umanistico,174
36000,2019/2020,PUGLIA,BASILICATA,Linguistico,192
36001,2019/2020,PUGLIA,BASILICATA,Medico-Sanitario e Farmaceutico,436
36002,2019/2020,PUGLIA,BASILICATA,Politico-Sociale e Comunicazione,127
36003,2019/2020,PUGLIA,BASILICATA,Psicologico,51
36004,2019/2020,PUGLIA,BASILICATA,Scientifico,185
36005,2019/2020,PUGLIA,BASILICATA,Scienze motorie e sportive,27
36006,2019/2020,PUGLIA,CALABRIA,Agrario-Forestale e Veterinario,55
36007,2019/2020,PUGLIA,CALABRIA,Architettura e Ingegneria civile,10
36008,2019/2020,PUGLIA,CALABRIA,Arte e Design,9
36009,2019/2020,PUGLIA,CALABRIA,Economico,49
36010,2019/2020,PUGLIA,CALABRIA,Educazione e Formazione,13
36011,2019/2020,PUGLIA,CALABRIA,Giuridico,97
36012,2019/2020,PUGLIA,CALABRIA,Informatica e Tecnologie ICT,13
36013,2019/2020,PUGLIA,CALABRIA,Ingegneria industriale e dell'informazione,18
36014,2019/2020,PUGLIA,CALABRIA,Letterario-Umanistico,27
36015,2019/2020,PUGLIA,CALABRIA,Linguistico,56
36016,2019/2020,PUGLIA,CALABRIA,Medico-Sanitario e Farmaceutico,105
36017,2019/2020,PUGLIA,CALABRIA,Politico-Sociale e Comunicazione,26
36018,2019/2020,PUGLIA,CALABRIA,Psicologico,17
36019,2019/2020,PUGLIA,CALABRIA,Scientifico,38
36020,2019/2020,PUGLIA,CALABRIA,Scienze motorie e sportive,9
36021,2019/2020,PUGLIA,CAMPANIA,Agrario-Forestale e Veterinario,39
36022,2019/2020,PUGLIA,CAMPANIA,Arte e Design,8
36023,2019/2020,PUGLIA,CAMPANIA,Economico,26
36024,2019/2020,PUGLIA,CAMPANIA,Educazione e Formazione,30
36025,2019/2020,PUGLIA,CAMPANIA,Giuridico,63
36026,2019/2020,PUGLIA,CAMPANIA,Ingegneria industriale e dell'informazione,9
36027,2019/2020,PUGLIA,CAMPANIA,Letterario-Umanistico,12
36028,2019/2020,PUGLIA,CAMPANIA,Linguistico,10
36029,2019/2020,PUGLIA,CAMPANIA,Medico-Sanitario e Farmaceutico,93
36030,2019/2020,PUGLIA,CAMPANIA,Politico-Sociale e Comunicazione,5
36031,2019/2020,PUGLIA,CAMPANIA,Psicologico,7
36032,2019/2020,PUGLIA,CAMPANIA,Scientifico,64
36033,2019/2020,PUGLIA,CAMPANIA,Scienze motorie e sportive,8
36034,2019/2020,PUGLIA,EMILIA ROMAGNA,Economico,10
36035,2019/2020,PUGLIA,EMILIA ROMAGNA,Educazione e Formazione,7
36036,2019/2020,PUGLIA,EMILIA ROMAGNA,Giuridico,19
36037,2019/2020,PUGLIA,EMILIA ROMAGNA,Ingegneria industriale e dell'informazione,5
36038,2019/2020,PUGLIA,EMILIA ROMAGNA,Linguistico,6
36039,2019/2020,PUGLIA,EMILIA ROMAGNA,Medico-Sanitario e Farmaceutico,9
36040,2019/2020,PUGLIA,EMILIA ROMAGNA,Politico-Sociale e Comunicazione,8
36041,2019/2020,PUGLIA,FRIULI VENEZIA GIULIA,Giuridico,5
36042,2019/2020,PUGLIA,FRIULI VENEZIA GIULIA,Medico-Sanitario e Farmaceutico,8
36043,2019/2020,PUGLIA,LAZIO,Agrario-Forestale e Veterinario,14
36044,2019/2020,PUGLIA,LAZIO,Arte e Design,5
36045,2019/2020,PUGLIA,LAZIO,Economico,16
36046,2019/2020,PUGLIA,LAZIO,Giuridico,17
36047,2019/2020,PUGLIA,LAZIO,Linguistico,5
36048,2019/2020,PUGLIA,LAZIO,Medico-Sanitario e Farmaceutico,23
36049,2019/2020,PUGLIA,LAZIO,Politico-Sociale e Comunicazione,5
36050,2019/2020,PUGLIA,LAZIO,Scientifico,26
36051,2019/2020,PUGLIA,LIGURIA,Scientifico,49
36052,2019/2020,PUGLIA,LOMBARDIA,Agrario-Forestale e Veterinario,14
36053,2019/2020,PUGLIA,LOMBARDIA,Economico,12
36054,2019/2020,PUGLIA,LOMBARDIA,Educazione e Formazione,6
36055,2019/2020,PUGLIA,LOMBARDIA,Giuridico,14
36056,2019/2020,PUGLIA,LOMBARDIA,Ingegneria industriale e dell'informazione,15
36057,2019/2020,PUGLIA,LOMBARDIA,Letterario-Umanistico,8
36058,2019/2020,PUGLIA,LOMBARDIA,Medico-Sanitario e Farmaceutico,29
36059,2019/2020,PUGLIA,LOMBARDIA,Politico-Sociale e Comunicazione,7
36060,2019/2020,PUGLIA,LOMBARDIA,Scientifico,10
36061,2019/2020,PUGLIA,MARCHE,Giuridico,5
36062,2019/2020,PUGLIA,MARCHE,Medico-Sanitario e Farmaceutico,9
36063,2019/2020,PUGLIA,MARCHE,Scientifico,7
36064,2019/2020,PUGLIA,MOLISE,Agrario-Forestale e Veterinario,7
36065,2019/2020,PUGLIA,MOLISE,Educazione e Formazione,7
36066,2019/2020,PUGLIA,MOLISE,Giuridico,11
36067,2019/2020,PUGLIA,MOLISE,Medico-Sanitario e Farmaceutico,6
36068,2019/2020,PUGLIA,MOLISE,Scientifico,8
36069,2019/2020,PUGLIA,PIEMONTE,Giuridico,5
36070,2019/2020,PUGLIA,PIEMONTE,Scientifico,7
36071,2019/2020,PUGLIA,PUGLIA,Agrario-Forestale e Veterinario,2801
36072,2019/2020,PUGLIA,PUGLIA,Architettura e Ingegneria civile,2924
36073,2019/2020,PUGLIA,PUGLIA,Arte e Design,1788
36074,2019/2020,PUGLIA,PUGLIA,Economico,10757
36075,2019/2020,PUGLIA,PUGLIA,Educazione e Formazione,5051
36076,2019/2020,PUGLIA,PUGLIA,Giuridico,8251
36077,2019/2020,PUGLIA,PUGLIA,Informatica e Tecnologie ICT,2332
36078,2019/2020,PUGLIA,PUGLIA,Ingegneria industriale e dell'informazione,8397
36079,2019/2020,PUGLIA,PUGLIA,Letterario-Umanistico,4683
36080,2019/2020,PUGLIA,PUGLIA,Linguistico,4528
36081,2019/2020,PUGLIA,PUGLIA,Medico-Sanitario e Farmaceutico,11809
36082,2019/2020,PUGLIA,PUGLIA,Politico-Sociale e Comunicazione,3366
36083,2019/2020,PUGLIA,PUGLIA,Psicologico,1972
36084,2019/2020,PUGLIA,PUGLIA,Scientifico,6103
36085,2019/2020,PUGLIA,PUGLIA,Scienze motorie e sportive,1381
36086,2019/2020,PUGLIA,REGIONE ESTERA,Architettura e Ingegneria civile,11
36087,2019/2020,PUGLIA,REGIONE ESTERA,Arte e Design,13
36088,2019/2020,PUGLIA,REGIONE ESTERA,Economico,45
36089,2019/2020,PUGLIA,REGIONE ESTERA,Educazione e Formazione,9
36090,2019/2020,PUGLIA,REGIONE ESTERA,Giuridico,9
36091,2019/2020,PUGLIA,REGIONE ESTERA,Informatica e Tecnologie ICT,10
36092,2019/2020,PUGLIA,REGIONE ESTERA,Ingegneria industriale e dell'informazione,27
36093,2019/2020,PUGLIA,REGIONE ESTERA,Linguistico,30
36094,2019/2020,PUGLIA,REGIONE ESTERA,Medico-Sanitario e Farmaceutico,104
36095,2019/2020,PUGLIA,REGIONE ESTERA,Politico-Sociale e Comunicazione,13
36096,2019/2020,PUGLIA,REGIONE ESTERA,Scientifico,9
36097,2019/2020,PUGLIA,SARDEGNA,Scientifico,6
36098,2019/2020,PUGLIA,SICILIA,Agrario-Forestale e Veterinario,33
36099,2019/2020,PUGLIA,SICILIA,Economico,5
36100,2019/2020,PUGLIA,SICILIA,Giuridico,27
36101,2019/2020,PUGLIA,SICILIA,Informatica e Tecnologie ICT,6
36102,2019/2020,PUGLIA,SICILIA,Ingegneria industriale e dell'informazione,7
36103,2019/2020,PUGLIA,SICILIA,Letterario-Umanistico,5
36104,2019/2020,PUGLIA,SICILIA,Linguistico,12
36105,2019/2020,PUGLIA,SICILIA,Medico-Sanitario e Farmaceutico,72
36106,2019/2020,PUGLIA,SICILIA,Politico-Sociale e Comunicazione,7
36107,2019/2020,PUGLIA,SICILIA,Scientifico,73
36108,2019/2020,PUGLIA,TOSCANA,Agrario-Forestale e Veterinario,8
36109,2019/2020,PUGLIA,TOSCANA,Educazione e Formazione,5
36110,2019/2020,PUGLIA,TOSCANA,Giuridico,5
36111,2019/2020,PUGLIA,TOSCANA,Medico-Sanitario e Farmaceutico,8
36112,2019/2020,PUGLIA,TOSCANA,Scientifico,15
36113,2019/2020,PUGLIA,VENETO,Agrario-Forestale e Veterinario,9
36114,2019/2020,PUGLIA,VENETO,Economico,13
36115,2019/2020,PUGLIA,VENETO,Giuridico,13
36116,2019/2020,PUGLIA,VENETO,Medico-Sanitario e Farmaceutico,12
36117,2019/2020,PUGLIA,VENETO,Scientifico,6
36118,2019/2020,SARDEGNA,ABRUZZO,Medico-Sanitario e Farmaceutico,9
36119,2019/2020,SARDEGNA,CALABRIA,Medico-Sanitario e Farmaceutico,18
36120,2019/2020,SARDEGNA,CAMPANIA,Agrario-Forestale e Veterinario,6
36121,2019/2020,SARDEGNA,CAMPANIA,Medico-Sanitario e Farmaceutico,32
36122,2019/2020,SARDEGNA,EMILIA ROMAGNA,Agrario-Forestale e Veterinario,10
36123,2019/2020,SARDEGNA,EMILIA ROMAGNA,Medico-Sanitario e Farmaceutico,25
36124,2019/2020,SARDEGNA,FRIULI VENEZIA GIULIA,Agrario-Forestale e Veterinario,5
36125,2019/2020,SARDEGNA,FRIULI VENEZIA GIULIA,Medico-Sanitario e Farmaceutico,21
36126,2019/2020,SARDEGNA,LAZIO,Agrario-Forestale e Veterinario,10
36127,2019/2020,SARDEGNA,LAZIO,Giuridico,11
36128,2019/2020,SARDEGNA,LAZIO,Medico-Sanitario e Farmaceutico,29
36129,2019/2020,SARDEGNA,LIGURIA,Agrario-Forestale e Veterinario,9
36130,2019/2020,SARDEGNA,LIGURIA,Medico-Sanitario e Farmaceutico,19
36131,2019/2020,SARDEGNA,LOMBARDIA,Agrario-Forestale e Veterinario,31
36132,2019/2020,SARDEGNA,LOMBARDIA,Economico,7
36133,2019/2020,SARDEGNA,LOMBARDIA,Giuridico,5
36134,2019/2020,SARDEGNA,LOMBARDIA,Ingegneria industriale e dell'informazione,6
36135,2019/2020,SARDEGNA,LOMBARDIA,Linguistico,5
36136,2019/2020,SARDEGNA,LOMBARDIA,Medico-Sanitario e Farmaceutico,99
36137,2019/2020,SARDEGNA,MARCHE,Medico-Sanitario e Farmaceutico,9
36138,2019/2020,SARDEGNA,PIEMONTE,Agrario-Forestale e Veterinario,18
36139,2019/2020,SARDEGNA,PIEMONTE,Economico,5
36140,2019/2020,SARDEGNA,PIEMONTE,Medico-Sanitario e Farmaceutico,57
36141,2019/2020,SARDEGNA,Provincia autonoma di Bolzano,Medico-Sanitario e Farmaceutico,5
36142,2019/2020,SARDEGNA,Provincia autonoma di TRENTO,Medico-Sanitario e Farmaceutico,5
36143,2019/2020,SARDEGNA,PUGLIA,Medico-Sanitario e Farmaceutico,18
36144,2019/2020,SARDEGNA,REGIONE ESTERA,Agrario-Forestale e Veterinario,8
36145,2019/2020,SARDEGNA,REGIONE ESTERA,Architettura e Ingegneria civile,16
36146,2019/2020,SARDEGNA,REGIONE ESTERA,Economico,37
36147,2019/2020,SARDEGNA,REGIONE ESTERA,Ingegneria industriale e dell'informazione,16
36148,2019/2020,SARDEGNA,REGIONE ESTERA,Letterario-Umanistico,8
36149,2019/2020,SARDEGNA,REGIONE ESTERA,Linguistico,31
36150,2019/2020,SARDEGNA,REGIONE ESTERA,Medico-Sanitario e Farmaceutico,35
36151,2019/2020,SARDEGNA,REGIONE ESTERA,Politico-Sociale e Comunicazione,23
36152,2019/2020,SARDEGNA,REGIONE ESTERA,Scientifico,48
36153,2019/2020,SARDEGNA,SARDEGNA,Agrario-Forestale e Veterinario,1186
36154,2019/2020,SARDEGNA,SARDEGNA,Architettura e Ingegneria civile,2007
36155,2019/2020,SARDEGNA,SARDEGNA,Arte e Design,1204
36156,2019/2020,SARDEGNA,SARDEGNA,Economico,4780
36157,2019/2020,SARDEGNA,SARDEGNA,Educazione e Formazione,2489
36158,2019/2020,SARDEGNA,SARDEGNA,Giuridico,3092
36159,2019/2020,SARDEGNA,SARDEGNA,Informatica e Tecnologie ICT,693
36160,2019/2020,SARDEGNA,SARDEGNA,Ingegneria industriale e dell'informazione,2672
36161,2019/2020,SARDEGNA,SARDEGNA,Letterario-Umanistico,1723
36162,2019/2020,SARDEGNA,SARDEGNA,Linguistico,2283
36163,2019/2020,SARDEGNA,SARDEGNA,Medico-Sanitario e Farmaceutico,6170
36164,2019/2020,SARDEGNA,SARDEGNA,Politico-Sociale e Comunicazione,3354
36165,2019/2020,SARDEGNA,SARDEGNA,Psicologico,1707
36166,2019/2020,SARDEGNA,SARDEGNA,Scientifico,3587
36167,2019/2020,SARDEGNA,SARDEGNA,Scienze motorie e sportive,357
36168,2019/2020,SARDEGNA,SICILIA,Agrario-Forestale e Veterinario,12
36169,2019/2020,SARDEGNA,SICILIA,Linguistico,5
36170,2019/2020,SARDEGNA,SICILIA,Medico-Sanitario e Farmaceutico,113
36171,2019/2020,SARDEGNA,SICILIA,Scientifico,5
36172,2019/2020,SARDEGNA,TOSCANA,Agrario-Forestale e Veterinario,15
36173,2019/2020,SARDEGNA,TOSCANA,Linguistico,5
36174,2019/2020,SARDEGNA,TOSCANA,Medico-Sanitario e Farmaceutico,24
36175,2019/2020,SARDEGNA,VENETO,Medico-Sanitario e Farmaceutico,48
36176,2019/2020,SICILIA,ABRUZZO,Medico-Sanitario e Farmaceutico,8
36177,2019/2020,SICILIA,BASILICATA,Medico-Sanitario e Farmaceutico,8
36178,2019/2020,SICILIA,CALABRIA,Agrario-Forestale e Veterinario,107
36179,2019/2020,SICILIA,CALABRIA,Architettura e Ingegneria civile,15
36180,2019/2020,SICILIA,CALABRIA,Arte e Design,26
36181,2019/2020,SICILIA,CALABRIA,Economico,436
36182,2019/2020,SICILIA,CALABRIA,Educazione e Formazione,361
36183,2019/2020,SICILIA,CALABRIA,Giuridico,325
36184,2019/2020,SICILIA,CALABRIA,Informatica e Tecnologie ICT,60
36185,2019/2020,SICILIA,CALABRIA,Ingegneria industriale e dell'informazione,43
36186,2019/2020,SICILIA,CALABRIA,Letterario-Umanistico,379
36187,2019/2020,SICILIA,CALABRIA,Linguistico,313
36188,2019/2020,SICILIA,CALABRIA,Medico-Sanitario e Farmaceutico,1165
36189,2019/2020,SICILIA,CALABRIA,Politico-Sociale e Comunicazione,220
36190,2019/2020,SICILIA,CALABRIA,Psicologico,600
36191,2019/2020,SICILIA,CALABRIA,Scientifico,488
