_id,AnnoA,ClasseNUMERO,ClasseNOME,SESSO,Isc
4828,2012/2013,104/S,Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica,F,145
4829,2012/2013,104/S,Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica,M,11
4830,2012/2013,11,Lingue e culture moderne,F,6437
4831,2012/2013,11,Lingue e culture moderne,M,1392
4832,2012/2013,12,Scienze biologiche,F,4877
4833,2012/2013,12,Scienze biologiche,M,1633
4834,2012/2013,12/S,Specialistiche in conservazione e restauro del patrimonio storico-artistico,F,32
4835,2012/2013,12/S,Specialistiche in conservazione e restauro del patrimonio storico-artistico,M,6
4836,2012/2013,13,Scienze dei beni culturali,F,4312
4837,2012/2013,13,Scienze dei beni culturali,M,1232
4838,2012/2013,13/S,"Specialistiche in editoria, comunicazione multimediale e giornalismo",F,145
4839,2012/2013,13/S,"Specialistiche in editoria, comunicazione multimediale e giornalismo",M,68
4840,2012/2013,14,Scienze della comunicazione,F,4287
4841,2012/2013,14,Scienze della comunicazione,M,2299
4842,2012/2013,14/S,Specialistiche in farmacia e farmacia industriale,F,14711
4843,2012/2013,14/S,Specialistiche in farmacia e farmacia industriale,M,6038
4844,2012/2013,15,Scienze politiche e delle relazioni internazionali,F,2584
4845,2012/2013,15,Scienze politiche e delle relazioni internazionali,M,3209
4846,2012/2013,15/S,Specialistiche in filologia e letterature dell'antichita,F,86
4847,2012/2013,15/S,Specialistiche in filologia e letterature dell'antichita,M,23
4848,2012/2013,16,Scienze della Terra,F,267
4849,2012/2013,16,Scienze della Terra,M,618
4850,2012/2013,16/S,Specialistiche in filologia moderna,F,307
4851,2012/2013,16/S,Specialistiche in filologia moderna,M,75
4852,2012/2013,17,Scienze dell'economia e della gestione aziendale,F,10735
4853,2012/2013,17,Scienze dell'economia e della gestione aziendale,M,11062
4854,2012/2013,17/S,Specialistiche in filosofia e storia della scienza,F,4
4855,2012/2013,17/S,Specialistiche in filosofia e storia della scienza,M,2
4856,2012/2013,18,Scienze dell'educazione e della formazione,F,7922
4857,2012/2013,18,Scienze dell'educazione e della formazione,M,860
4858,2012/2013,18/S,"Specialistiche in filosofia teoretica, morale, politica ed estetica",F,101
4859,2012/2013,18/S,"Specialistiche in filosofia teoretica, morale, politica ed estetica",M,66
4860,2012/2013,18-bis,Scienze della Formazione Primaria - Quadriennale,F,14729
4861,2012/2013,18-bis,Scienze della Formazione Primaria - Quadriennale,M,707
4862,2012/2013,19,Scienze dell'amministrazione,F,1257
4863,2012/2013,19,Scienze dell'amministrazione,M,1084
4864,2012/2013,19/S,Specialistiche in finanza,F,31
4865,2012/2013,19/S,Specialistiche in finanza,M,40
4866,2012/2013,20,"Scienze e tecnologie agrarie, agroalimentari e forestali",F,1278
4867,2012/2013,20,"Scienze e tecnologie agrarie, agroalimentari e forestali",M,2449
4868,2012/2013,20/S,Specialistiche in fisica,F,49
4869,2012/2013,20/S,Specialistiche in fisica,M,109
4870,2012/2013,21,Scienze e tecnologie chimiche,F,805
4871,2012/2013,21,Scienze e tecnologie chimiche,M,856
4872,2012/2013,21/S,Specialistiche in geografia,F,9
4873,2012/2013,21/S,Specialistiche in geografia,M,16
4874,2012/2013,22,Scienze e tecnologie della navigazione marittima e aerea,F,14
4875,2012/2013,22,Scienze e tecnologie della navigazione marittima e aerea,M,51
4876,2012/2013,22/S,Specialistiche in giurisprudenza,F,988
4877,2012/2013,22/S,Specialistiche in giurisprudenza,M,581
4878,2012/2013,23,"Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda",F,1405
4879,2012/2013,23,"Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda",M,758
4880,2012/2013,23/S,Specialistiche in informatica,F,79
4881,2012/2013,23/S,Specialistiche in informatica,M,340
4882,2012/2013,24,Scienze e tecnologie farmaceutiche,F,2053
4883,2012/2013,24,Scienze e tecnologie farmaceutiche,M,859
4884,2012/2013,24/S,Specialistiche in informatica per le discipline umanistiche,F,17
4885,2012/2013,24/S,Specialistiche in informatica per le discipline umanistiche,M,12
4886,2012/2013,25,Scienze e tecnologie fisiche,F,416
4887,2012/2013,25,Scienze e tecnologie fisiche,M,848
4888,2012/2013,25/S,Specialistiche in ingegneria aerospaziale e astronautica,F,47
4889,2012/2013,25/S,Specialistiche in ingegneria aerospaziale e astronautica,M,285
4890,2012/2013,26,Scienze e tecnologie informatiche,F,672
4891,2012/2013,26,Scienze e tecnologie informatiche,M,4173
4892,2012/2013,26/S,Specialistiche in ingegneria biomedica,F,74
4893,2012/2013,26/S,Specialistiche in ingegneria biomedica,M,74
4894,2012/2013,27,Scienze e tecnologie per l'ambiente e la natura,F,797
4895,2012/2013,27,Scienze e tecnologie per l'ambiente e la natura,M,792
4896,2012/2013,27/S,Specialistiche in ingegneria chimica,F,60
4897,2012/2013,27/S,Specialistiche in ingegneria chimica,M,62
4898,2012/2013,28,Scienze economiche,F,3703
4899,2012/2013,28,Scienze economiche,M,3607
4900,2012/2013,28/S,Specialistiche in ingegneria civile,F,208
4901,2012/2013,28/S,Specialistiche in ingegneria civile,M,625
4902,2012/2013,29,Filosofia,F,1119
4903,2012/2013,29,Filosofia,M,912
4904,2012/2013,29/S,Specialistiche in ingegneria dell'automazione,F,13
4905,2012/2013,29/S,Specialistiche in ingegneria dell'automazione,M,142
4906,2012/2013,30,Scienze geografiche,F,125
4907,2012/2013,30,Scienze geografiche,M,107
4908,2012/2013,30/S,Specialistiche in ingegneria delle telecomunicazioni,F,45
4909,2012/2013,30/S,Specialistiche in ingegneria delle telecomunicazioni,M,243
4910,2012/2013,31,Scienze giuridiche,F,3337
4911,2012/2013,31,Scienze giuridiche,M,2172
4912,2012/2013,31/S,Specialistiche in ingegneria elettrica,F,9
4913,2012/2013,31/S,Specialistiche in ingegneria elettrica,M,120
4914,2012/2013,31-bis,Scienze giuridiche - Quinquennale,F,388
4915,2012/2013,31-bis,Scienze giuridiche - Quinquennale,M,198
4916,2012/2013,32,Scienze matematiche,F,937
4917,2012/2013,32,Scienze matematiche,M,559
4918,2012/2013,32/S,Specialistiche in ingegneria elettronica,F,68
4919,2012/2013,32/S,Specialistiche in ingegneria elettronica,M,428
4920,2012/2013,33,Scienze delle attivita motorie e sportive,F,1705
4921,2012/2013,33,Scienze delle attivita motorie e sportive,M,3416
4922,2012/2013,33/S,Specialistiche in ingegneria energetica e nucleare,F,24
4923,2012/2013,33/S,Specialistiche in ingegneria energetica e nucleare,M,111
4924,2012/2013,34,Scienze e tecniche psicologiche,F,5374
4925,2012/2013,34,Scienze e tecniche psicologiche,M,1435
4926,2012/2013,34/S,Specialistiche in ingegneria gestionale,F,185
4927,2012/2013,34/S,Specialistiche in ingegneria gestionale,M,372
4928,2012/2013,35,"Scienze sociali per la cooperazione, lo sviluppo e la pace",F,368
4929,2012/2013,35,"Scienze sociali per la cooperazione, lo sviluppo e la pace",M,274
4930,2012/2013,35/S,Specialistiche in ingegneria informatica,F,101
4931,2012/2013,35/S,Specialistiche in ingegneria informatica,M,680
4932,2012/2013,36,Scienze sociologiche,F,1384
4933,2012/2013,36,Scienze sociologiche,M,550
4934,2012/2013,36/S,Specialistiche in ingegneria meccanica,F,71
4935,2012/2013,36/S,Specialistiche in ingegneria meccanica,M,713
4936,2012/2013,37,Scienze statistiche,F,200
4937,2012/2013,37,Scienze statistiche,M,254
4938,2012/2013,37/S,Specialistiche in ingegneria navale,F,5
4939,2012/2013,37/S,Specialistiche in ingegneria navale,M,33
4940,2012/2013,38,Scienze storiche,F,709
4941,2012/2013,38,Scienze storiche,M,918
4942,2012/2013,38/S,Specialistiche in ingegneria per l'ambiente e il territorio,F,137
4943,2012/2013,38/S,Specialistiche in ingegneria per l'ambiente e il territorio,M,174
4944,2012/2013,39,Scienze del turismo,F,1494
4945,2012/2013,39,Scienze del turismo,M,566
4946,2012/2013,39/S,Specialistiche in interpretariato di conferenza,F,14
4947,2012/2013,39/S,Specialistiche in interpretariato di conferenza,M,4
4948,2012/2013,40,Scienze e tecnologie zootecniche e delle produzioni animali,F,639
4949,2012/2013,40,Scienze e tecnologie zootecniche e delle produzioni animali,M,335
4950,2012/2013,40/S,Specialistiche in lingua e cultura italiana,F,47
4951,2012/2013,40/S,Specialistiche in lingua e cultura italiana,M,17
4952,2012/2013,41,Tecnologie per la conservazione e il restauro dei beni culturali,F,242
4953,2012/2013,41,Tecnologie per la conservazione e il restauro dei beni culturali,M,78
4954,2012/2013,41/S,Specialistiche in lingue e letterature afroasiatiche,F,34
4955,2012/2013,41/S,Specialistiche in lingue e letterature afroasiatiche,M,6
4956,2012/2013,42,Disegno industriale,F,512
4957,2012/2013,42,Disegno industriale,M,593
4958,2012/2013,42/S,Specialistiche in lingue e letterature moderne euroamericane,F,315
4959,2012/2013,42/S,Specialistiche in lingue e letterature moderne euroamericane,M,42
4960,2012/2013,43/S,Specialistiche in lingue straniere per la comunicazione internazionale,F,279
4961,2012/2013,43/S,Specialistiche in lingue straniere per la comunicazione internazionale,M,30
4962,2012/2013,44/S,Specialistiche in linguistica,F,110
4963,2012/2013,44/S,Specialistiche in linguistica,M,19
4964,2012/2013,45/S,Specialistiche in matematica,F,109
4965,2012/2013,45/S,Specialistiche in matematica,M,67
4966,2012/2013,46/S,Specialistiche in medicina e chirurgia,F,11333
4967,2012/2013,46/S,Specialistiche in medicina e chirurgia,M,8403
4968,2012/2013,47/S,Specialistiche in medicina veterinaria,F,2603
4969,2012/2013,47/S,Specialistiche in medicina veterinaria,M,1271
4970,2012/2013,48/S,Specialistiche in metodi per l'analisi valutativa dei sistemi complessi,F,1
4971,2012/2013,48/S,Specialistiche in metodi per l'analisi valutativa dei sistemi complessi,M,3
4972,2012/2013,49/S,Specialistiche in metodi per la ricerca empirica nelle scienze sociali,F,1
4973,2012/2013,49/S,Specialistiche in metodi per la ricerca empirica nelle scienze sociali,M,2
4974,2012/2013,50/S,Specialistiche in modellistica matematico-fisica per l'ingegneria,F,8
4975,2012/2013,50/S,Specialistiche in modellistica matematico-fisica per l'ingegneria,M,15
4976,2012/2013,51/S,Specialistiche in musicologia e beni musicali,F,22
4977,2012/2013,51/S,Specialistiche in musicologia e beni musicali,M,27
4978,2012/2013,52/S,Specialistiche in odontoiatria e protesi dentaria,F,541
4979,2012/2013,52/S,Specialistiche in odontoiatria e protesi dentaria,M,967
4980,2012/2013,53/S,Specialistiche in organizzazione e gestione dei servizi per lo sport e le attivita motorie,F,11
4981,2012/2013,53/S,Specialistiche in organizzazione e gestione dei servizi per lo sport e le attivita motorie,M,9
4982,2012/2013,54/S,Specialistiche in pianificazione territoriale urbanistica e ambientale,F,21
4983,2012/2013,54/S,Specialistiche in pianificazione territoriale urbanistica e ambientale,M,27
4984,2012/2013,55/S,Specialistiche in progettazione e gestione dei sistemi turistici,F,68
4985,2012/2013,55/S,Specialistiche in progettazione e gestione dei sistemi turistici,M,18
4986,2012/2013,56/S,Specialistiche in programmazione e gestione dei servizi educativi e formativi,F,156
4987,2012/2013,56/S,Specialistiche in programmazione e gestione dei servizi educativi e formativi,M,16
4988,2012/2013,57/S,Specialistiche in programmazione e gestione delle politiche e dei servizi sociali,F,518
4989,2012/2013,57/S,Specialistiche in programmazione e gestione delle politiche e dei servizi sociali,M,53
4990,2012/2013,58/S,Specialistiche in psicologia,F,855
4991,2012/2013,58/S,Specialistiche in psicologia,M,158
4992,2012/2013,59/S,Specialistiche in pubblicita e comunicazione d'impresa,F,62
4993,2012/2013,59/S,Specialistiche in pubblicita e comunicazione d'impresa,M,27
4994,2012/2013,60/S,Specialistiche in relazioni internazionali,F,191
4995,2012/2013,60/S,Specialistiche in relazioni internazionali,M,182
4996,2012/2013,61/S,Specialistiche in scienza e ingegneria dei materiali,F,17
4997,2012/2013,61/S,Specialistiche in scienza e ingegneria dei materiali,M,51
4998,2012/2013,62/S,Specialistiche in scienze chimiche,F,29
4999,2012/2013,62/S,Specialistiche in scienze chimiche,M,39
5000,2012/2013,63/S,Specialistiche in scienze cognitive,F,6
5001,2012/2013,64/S,Specialistiche in scienze dell'economia,F,195
5002,2012/2013,64/S,Specialistiche in scienze dell'economia,M,230
5003,2012/2013,65/S,Specialistiche in scienze dell'educazione degli adulti e della formazione continua,F,93
5004,2012/2013,65/S,Specialistiche in scienze dell'educazione degli adulti e della formazione continua,M,12
5005,2012/2013,66/S,Specialistiche in scienze dell'universo,F,10
5006,2012/2013,66/S,Specialistiche in scienze dell'universo,M,12
5007,2012/2013,67/S,Specialistiche in scienze della comunicazione sociale e istituzionale,F,74
5008,2012/2013,67/S,Specialistiche in scienze della comunicazione sociale e istituzionale,M,33
5009,2012/2013,68/S,Specialistiche in scienze della natura,F,25
5010,2012/2013,68/S,Specialistiche in scienze della natura,M,12
5011,2012/2013,69/S,Specialistiche in scienze della nutrizione umana,F,34
5012,2012/2013,69/S,Specialistiche in scienze della nutrizione umana,M,10
5013,2012/2013,70/S,Specialistiche in scienze della politica,F,107
5014,2012/2013,70/S,Specialistiche in scienze della politica,M,92
5015,2012/2013,71/S,Specialistiche in scienze delle pubbliche amministrazioni,F,107
5016,2012/2013,71/S,Specialistiche in scienze delle pubbliche amministrazioni,M,105
5017,2012/2013,72/S,Specialistiche in scienze delle religioni,F,20
5018,2012/2013,72/S,Specialistiche in scienze delle religioni,M,12
5019,2012/2013,73/S,Specialistiche in scienze dello spettacolo e della produzione multimediale,F,103
5020,2012/2013,73/S,Specialistiche in scienze dello spettacolo e della produzione multimediale,M,56
5021,2012/2013,74/S,Specialistiche in scienze e gestione delle risorse rurali e forestali,F,7
5022,2012/2013,74/S,Specialistiche in scienze e gestione delle risorse rurali e forestali,M,18
5023,2012/2013,75/S,Specialistiche in scienze e tecnica dello sport,F,22
5024,2012/2013,75/S,Specialistiche in scienze e tecnica dello sport,M,44
5025,2012/2013,76/S,Specialistiche in scienze e tecniche delle attivita motorie preventive e adattative,F,74
5026,2012/2013,76/S,Specialistiche in scienze e tecniche delle attivita motorie preventive e adattative,M,63
5027,2012/2013,77/S,Specialistiche in scienze e tecnologie agrarie,F,17
5028,2012/2013,77/S,Specialistiche in scienze e tecnologie agrarie,M,44
5029,2012/2013,78/S,Specialistiche in scienze e tecnologie agroalimentari,F,30
5030,2012/2013,78/S,Specialistiche in scienze e tecnologie agroalimentari,M,23
5031,2012/2013,79/S,Specialistiche in scienze e tecnologie agrozootecniche,F,15
5032,2012/2013,79/S,Specialistiche in scienze e tecnologie agrozootecniche,M,17
5033,2012/2013,80/S,Specialistiche in scienze e tecnologie dei sistemi di navigazione,F,1
5034,2012/2013,81/S,Specialistiche in scienze e tecnologie della chimica industriale,F,2
5035,2012/2013,81/S,Specialistiche in scienze e tecnologie della chimica industriale,M,12
5036,2012/2013,82/S,Specialistiche in scienze e tecnologie per l'ambiente e il territorio,F,30
5037,2012/2013,82/S,Specialistiche in scienze e tecnologie per l'ambiente e il territorio,M,28
5038,2012/2013,83/S,Specialistiche in scienze economiche per l'ambiente e la cultura,F,33
5039,2012/2013,83/S,Specialistiche in scienze economiche per l'ambiente e la cultura,M,14
5040,2012/2013,84/S,Specialistiche in scienze economico-aziendali,F,835
5041,2012/2013,84/S,Specialistiche in scienze economico-aziendali,M,720
5042,2012/2013,85/S,Specialistiche in scienze geofisiche,F,4
5043,2012/2013,85/S,Specialistiche in scienze geofisiche,M,7
5044,2012/2013,86/S,Specialistiche in scienze geologiche,F,38
5045,2012/2013,86/S,Specialistiche in scienze geologiche,M,48
5046,2012/2013,87/S,Specialistiche in scienze pedagogiche,F,339
5047,2012/2013,87/S,Specialistiche in scienze pedagogiche,M,36
5048,2012/2013,88/S,Specialistiche in scienze per la cooperazione allo sviluppo,F,54
5049,2012/2013,88/S,Specialistiche in scienze per la cooperazione allo sviluppo,M,26
5050,2012/2013,89/S,Specialistiche in sociologia,F,150
5051,2012/2013,89/S,Specialistiche in sociologia,M,74
5052,2012/2013,90/S,Specialistiche in statistica demografica e sociale,F,11
5053,2012/2013,90/S,Specialistiche in statistica demografica e sociale,M,9
5054,2012/2013,91/S,"Specialistiche in statistica economica, finanziaria ed attuariale",F,36
5055,2012/2013,91/S,"Specialistiche in statistica economica, finanziaria ed attuariale",M,37
5056,2012/2013,92/S,Specialistiche in statistica per la ricerca sperimentale,F,4
5057,2012/2013,92/S,Specialistiche in statistica per la ricerca sperimentale,M,17
5058,2012/2013,93/S,Specialistiche in storia antica,F,6
5059,2012/2013,93/S,Specialistiche in storia antica,M,3
5060,2012/2013,94/S,Specialistiche in storia contemporanea,F,31
5061,2012/2013,94/S,Specialistiche in storia contemporanea,M,54
5062,2012/2013,95/S,Specialistiche in storia dell'arte,F,363
5063,2012/2013,95/S,Specialistiche in storia dell'arte,M,63
5064,2012/2013,96/S,Specialistiche in storia della filosofia,F,56
5065,2012/2013,96/S,Specialistiche in storia della filosofia,M,43
5066,2012/2013,97/S,Specialistiche in storia medievale,F,29
5067,2012/2013,97/S,Specialistiche in storia medievale,M,40
5068,2012/2013,98/S,Specialistiche in storia moderna,F,29
5069,2012/2013,98/S,Specialistiche in storia moderna,M,37
5070,2012/2013,99/S,Specialistiche in studi europei,F,38
5071,2012/2013,99/S,Specialistiche in studi europei,M,33
5072,2012/2013,99999,Classe non definita,F,29978
5073,2012/2013,99999,Classe non definita,M,19493
5074,2012/2013,DS1,Scienze della difesa e della sicurezza,F,294
5075,2012/2013,DS1,Scienze della difesa e della sicurezza,M,1070
5076,2012/2013,DS1/S,Specialistiche nelle scienze della difesa e della sicurezza,F,91
5077,2012/2013,DS1/S,Specialistiche nelle scienze della difesa e della sicurezza,M,610
5078,2012/2013,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",F,25648
5079,2012/2013,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",M,11141
5080,2012/2013,L/SNT2,Professioni sanitarie della riabilitazione,F,5926
5081,2012/2013,L/SNT2,Professioni sanitarie della riabilitazione,M,3481
5082,2012/2013,L/SNT3,Professioni sanitarie tecniche,F,4841
5083,2012/2013,L/SNT3,Professioni sanitarie tecniche,M,3389
5084,2012/2013,L/SNT4,Professioni sanitarie della prevenzione,F,1002
5085,2012/2013,L/SNT4,Professioni sanitarie della prevenzione,M,967
5086,2012/2013,L-01,Beni culturali,F,13744
5087,2012/2013,L-01,Beni culturali,M,4172
5088,2012/2013,L-02,Biotecnologie,F,6827
5089,2012/2013,L-02,Biotecnologie,M,3988
5090,2012/2013,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda",F,6185
5091,2012/2013,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda",M,3249
5092,2012/2013,L-04,Disegno industriale,F,4305
5093,2012/2013,L-04,Disegno industriale,M,3089
5094,2012/2013,L-05,Filosofia,F,5472
5095,2012/2013,L-05,Filosofia,M,4909
5096,2012/2013,L-06,Geografia,F,306
5097,2012/2013,L-06,Geografia,M,336
5098,2012/2013,L-07,Ingegneria civile e ambientale,F,7870
5099,2012/2013,L-07,Ingegneria civile e ambientale,M,18376
5100,2012/2013,L-08,Ingegneria dell'informazione,F,7435
5101,2012/2013,L-08,Ingegneria dell'informazione,M,29277
5102,2012/2013,L-09,Ingegneria industriale,F,11859
5103,2012/2013,L-09,Ingegneria industriale,M,46835
5104,2012/2013,L-10,Lettere,F,20498
5105,2012/2013,L-10,Lettere,M,7587
5106,2012/2013,L-11,Lingue e culture moderne,F,31801
5107,2012/2013,L-11,Lingue e culture moderne,M,8013
5108,2012/2013,L-12,Mediazione linguistica,F,20826
5109,2012/2013,L-12,Mediazione linguistica,M,4456
5110,2012/2013,L-13,Scienze biologiche,F,17341
5111,2012/2013,L-13,Scienze biologiche,M,6382
5112,2012/2013,L-14,Scienze dei servizi giuridici,F,10038
5113,2012/2013,L-14,Scienze dei servizi giuridici,M,8740
5114,2012/2013,L-15,Scienze del turismo,F,6213
5115,2012/2013,L-15,Scienze del turismo,M,2166
5116,2012/2013,L-16,Scienze dell'amministrazione e dell'organizzazione,F,5892
5117,2012/2013,L-16,Scienze dell'amministrazione e dell'organizzazione,M,5107
5118,2012/2013,L-17,Scienze dell'architettura,F,7589
5119,2012/2013,L-17,Scienze dell'architettura,M,7012
5120,2012/2013,L-18,Scienze dell'economia e della gestione aziendale,F,49968
5121,2012/2013,L-18,Scienze dell'economia e della gestione aziendale,M,56577
5122,2012/2013,L-19,Scienze dell'educazione e della formazione,F,37708
5123,2012/2013,L-19,Scienze dell'educazione e della formazione,M,3908
5124,2012/2013,L-20,Scienze della comunicazione,F,19269
5125,2012/2013,L-20,Scienze della comunicazione,M,10622
5126,2012/2013,L-21,"Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",F,1029
5127,2012/2013,L-21,"Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",M,1667
5128,2012/2013,L-22,Scienze delle attivit motorie e sportive,F,6542
5129,2012/2013,L-22,Scienze delle attivit motorie e sportive,M,14314
5130,2012/2013,L-23,Scienze e tecniche dell'edilizia,F,3269
5131,2012/2013,L-23,Scienze e tecniche dell'edilizia,M,5001
5132,2012/2013,L-24,Scienze e tecniche psicologiche,F,29329
5133,2012/2013,L-24,Scienze e tecniche psicologiche,M,8352
5134,2012/2013,L-25,Scienze e tecnologie agrarie e forestali,F,3143
5135,2012/2013,L-25,Scienze e tecnologie agrarie e forestali,M,8090
5136,2012/2013,L-26,Scienze e tecnologie alimentari,F,5141
5137,2012/2013,L-26,Scienze e tecnologie alimentari,M,4021
5138,2012/2013,L-27,Scienze e tecnologie chimiche,F,4149
5139,2012/2013,L-27,Scienze e tecnologie chimiche,M,4808
5140,2012/2013,L-28,Scienze e tecnologie della navigazione,F,101
5141,2012/2013,L-28,Scienze e tecnologie della navigazione,M,487
5142,2012/2013,L-29,Scienze e tecnologie farmaceutiche,F,4728
5143,2012/2013,L-29,Scienze e tecnologie farmaceutiche,M,1512
5144,2012/2013,L-30,Scienze e tecnologie fisiche,F,3066
5145,2012/2013,L-30,Scienze e tecnologie fisiche,M,5666
5146,2012/2013,L-31,Scienze e tecnologie informatiche,F,1989
5147,2012/2013,L-31,Scienze e tecnologie informatiche,M,14017
5148,2012/2013,L-32,Scienze e tecnologie per l'ambiente e la natura,F,4013
5149,2012/2013,L-32,Scienze e tecnologie per l'ambiente e la natura,M,3705
5150,2012/2013,L-33,Scienze economiche,F,16036
5151,2012/2013,L-33,Scienze economiche,M,19807
5152,2012/2013,L-34,Scienze geologiche,F,1717
5153,2012/2013,L-34,Scienze geologiche,M,3182
5154,2012/2013,L-35,Scienze matematiche,F,4001
5155,2012/2013,L-35,Scienze matematiche,M,3421
5156,2012/2013,L-36,Scienze politiche e delle relazioni internazionali,F,15118
5157,2012/2013,L-36,Scienze politiche e delle relazioni internazionali,M,16510
5158,2012/2013,L-37,"Scienze sociali per la cooperazione, lo sviluppo e la pace",F,1357
5159,2012/2013,L-37,"Scienze sociali per la cooperazione, lo sviluppo e la pace",M,920
5160,2012/2013,L-38,Scienze zootecniche e tecnologie delle produzioni animali,F,3191
5161,2012/2013,L-38,Scienze zootecniche e tecnologie delle produzioni animali,M,1326
5162,2012/2013,L-39,Servizio sociale,F,12694
5163,2012/2013,L-39,Servizio sociale,M,1253
5164,2012/2013,L-40,Sociologia,F,6164
5165,2012/2013,L-40,Sociologia,M,2349
5166,2012/2013,L-41,Statistica,F,1348
5167,2012/2013,L-41,Statistica,M,1798
5168,2012/2013,L-42,Storia,F,2587
5169,2012/2013,L-42,Storia,M,4217
5170,2012/2013,L-43,Diagnostica per la conservazione dei beni culturali,F,905
5171,2012/2013,L-43,Diagnostica per la conservazione dei beni culturali,M,271
5172,2012/2013,LM/SNT1,Scienze infermieristiche e ostetriche,F,1308
5173,2012/2013,LM/SNT1,Scienze infermieristiche e ostetriche,M,476
5174,2012/2013,LM/SNT2,Scienze riabilitative delle professioni sanitarie,F,562
5175,2012/2013,LM/SNT2,Scienze riabilitative delle professioni sanitarie,M,173
5176,2012/2013,LM/SNT3,Scienze delle professioni sanitarie tecniche,F,430
5177,2012/2013,LM/SNT3,Scienze delle professioni sanitarie tecniche,M,330
5178,2012/2013,LM/SNT4,Scienze delle professioni sanitarie della prevenzione,F,162
5179,2012/2013,LM/SNT4,Scienze delle professioni sanitarie della prevenzione,M,186
5180,2012/2013,LM-01,Antropologia culturale ed etnologia,F,709
5181,2012/2013,LM-01,Antropologia culturale ed etnologia,M,285
5182,2012/2013,LM-02,Archeologia,F,1880
5183,2012/2013,LM-02,Archeologia,M,849
5184,2012/2013,LM-03,Architettura del paesaggio,F,312
5185,2012/2013,LM-03,Architettura del paesaggio,M,183
5186,2012/2013,LM-04,Architettura e ingegneria edile-architettura,F,5169
5187,2012/2013,LM-04,Architettura e ingegneria edile-architettura,M,4145
5188,2012/2013,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),F,10530
5189,2012/2013,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),M,8673
5190,2012/2013,LM-05,Archivistica e biblioteconomia,F,324
5191,2012/2013,LM-05,Archivistica e biblioteconomia,M,105
5192,2012/2013,LM-06,Biologia,F,6940
5193,2012/2013,LM-06,Biologia,M,2425
5194,2012/2013,LM-07,Biotecnologie agrarie,F,160
5195,2012/2013,LM-07,Biotecnologie agrarie,M,139
5196,2012/2013,LM-08,Biotecnologie industriali,F,578
5197,2012/2013,LM-08,Biotecnologie industriali,M,436
5198,2012/2013,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",F,2253
5199,2012/2013,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",M,796
5200,2012/2013,LM-10,Conservazione dei beni architettonici e ambientali,F,38
5201,2012/2013,LM-10,Conservazione dei beni architettonici e ambientali,M,20
5202,2012/2013,LM-11,Scienze per la conservazione dei beni culturali,F,271
5203,2012/2013,LM-11,Scienze per la conservazione dei beni culturali,M,56
5204,2012/2013,LM-12,Design,F,1397
5205,2012/2013,LM-12,Design,M,886
5206,2012/2013,LM-13,Farmacia e farmacia industriale,F,19660
5207,2012/2013,LM-13,Farmacia e farmacia industriale,M,7641
5208,2012/2013,LM-14,Filologia moderna,F,6232
5209,2012/2013,LM-14,Filologia moderna,M,1656
5210,2012/2013,LM-15,"Filologia, letterature e storia dell'antichit",F,1408
5211,2012/2013,LM-15,"Filologia, letterature e storia dell'antichit",M,470
5212,2012/2013,LM-16,Finanza,F,831
5213,2012/2013,LM-16,Finanza,M,1121
5214,2012/2013,LM-17,Fisica,F,773
5215,2012/2013,LM-17,Fisica,M,1902
5216,2012/2013,LM-18,Informatica,F,402
5217,2012/2013,LM-18,Informatica,M,2223
5218,2012/2013,LM-19,Informazione e sistemi editoriali,F,1593
5219,2012/2013,LM-19,Informazione e sistemi editoriali,M,730
5220,2012/2013,LM-20,Ingegneria aerospaziale e astronautica,F,351
5221,2012/2013,LM-20,Ingegneria aerospaziale e astronautica,M,1844
5222,2012/2013,LM-21,Ingegneria biomedica,F,1359
5223,2012/2013,LM-21,Ingegneria biomedica,M,1095
5224,2012/2013,LM-22,Ingegneria chimica,F,730
5225,2012/2013,LM-22,Ingegneria chimica,M,1133
5226,2012/2013,LM-23,Ingegneria civile,F,2000
5227,2012/2013,LM-23,Ingegneria civile,M,5440
5228,2012/2013,LM-24,Ingegneria dei sistemi edilizi,F,984
5229,2012/2013,LM-24,Ingegneria dei sistemi edilizi,M,1612
5230,2012/2013,LM-25,Ingegneria dell'automazione,F,144
5231,2012/2013,LM-25,Ingegneria dell'automazione,M,1117
5232,2012/2013,LM-26,Ingegneria della sicurezza,F,86
5233,2012/2013,LM-26,Ingegneria della sicurezza,M,208
5234,2012/2013,LM-27,Ingegneria delle telecomunicazioni,F,357
5235,2012/2013,LM-27,Ingegneria delle telecomunicazioni,M,1596
